x=1: 0.281067
x=2: 0.163971
x=3: 0.087845
x=4: 0.045387
x=5: 0.023060
x=6: 0.011621
x=7: 0.005834
x=8: 0.002923
x=9: 0.001463
x=10: 0.000732
